分类名称,语言,自然表达,金额,币种,备注,日期规则,展开日期
商超购物,en,"Shampoo and body wash, 118 yuan",118,CNY,Toiletries,anchor,2026-08-31
商超购物,zh,便利店买口罩花了15块,15,CNY,便利店,anchor,2026-08-31
商超购物,en,"Face masks at the convenience store, 15 bucks",15,CNY,Convenience store,anchor,2026-08-31
商超购物,zh,精品超市买牛排花了198元,198,CNY,进口超市,anchor,2026-08-31
商超购物,en,"Steak at the boutique supermarket, 198 yuan",198,CNY,Import supermarket,anchor,2026-08-31
商超购物,zh,超市买酱油醋调料花了45块,45,CNY,调料,anchor,2026-08-31
商超购物,en,"Soy sauce and seasonings, 45 bucks",45,CNY,Seasonings,anchor,2026-08-31
商超购物,zh,便利店买口香糖花了10元,10,CNY,便利店,anchor,2026-08-31
商超购物,en,"Gum at the convenience store, 10 yuan",10,CNY,Convenience store,anchor,2026-08-31
商超购物,zh,超市买坚果礼盒花了128块,128,CNY,坚果,anchor,2026-08-31
商超购物,en,"Nut gift box, 128 bucks",128,CNY,Nuts,anchor,2026-08-31
商超购物,zh,超市买卫生巾花了56元,56,CNY,日用品,anchor,2026-08-31
商超购物,en,"Sanitary pads, 56 yuan",56,CNY,Daily necessities,anchor,2026-08-31
商超购物,zh,便利店买矿泉水花了5块,5,CNY,便利店,anchor,2026-08-31
商超购物,en,"Bottled water, 5 bucks",5,CNY,Convenience store,anchor,2026-08-31
商超购物,zh,超市买速冻饺子花了38元,38,CNY,速冻食品,anchor,2026-08-31
商超购物,en,"Frozen dumplings, 38 yuan",38,CNY,Frozen food,anchor,2026-08-31
商超购物,zh,菜市场买水果花了60块,60,CNY,水果,anchor,2026-08-31
商超购物,en,"Fruit at the wet market, 60 bucks",60,CNY,Fruit,anchor,2026-08-31
商超购物,zh,超市买洗衣液补充装花了49元,49,CNY,日化,anchor,2026-08-31
商超购物,en,"Laundry detergent refill, 49 yuan",49,CNY,Household goods,anchor,2026-08-31
商超购物,zh,便利店买面包花了12块,12,CNY,便利店,anchor,2026-08-31
商超购物,en,"Bread at the convenience store, 12 bucks",12,CNY,Convenience store,anchor,2026-08-31
商超购物,zh,超市买床上四件套花了299元,299,CNY,家纺,anchor,2026-08-31
商超购物,en,"Bedding set, 299 yuan",299,CNY,Home textiles,anchor,2026-08-31
商超购物,zh,超市买锅碗瓢盆花了150块,150,CNY,厨具,anchor,2026-08-31
商超购物,en,"Pots and pans, 150 bucks",150,CNY,Kitchenware,anchor,2026-08-31
商超购物,zh,超市买零食大礼包花了88元,88,CNY,零食,anchor,2026-08-31
商超购物,en,"Snack gift pack, 88 yuan",88,CNY,Snacks,anchor,2026-08-31
日用百货,zh,昨天买垃圾袋洗洁精花了35元,35,CNY,清洁用品,rel:-1,2026-08-30
日用百货,en,"Trash bags and dish soap yesterday, 35 yuan",35,CNY,Cleaning supplies,rel:-1,2026-08-30
日用百货,zh,囤卫生纸花了89块钱,89,CNY,纸品,anchor,2026-08-31
日用百货,en,"Stocked up on toilet paper, 89 bucks",89,CNY,Paper goods,anchor,2026-08-31
日用百货,zh,买洗漱用品花了120HKD,120,HKD,洗漱用品,anchor,2026-08-31
日用百货,en,"Toiletries, 120 HKD",120,HKD,Toiletries,anchor,2026-08-31
日用百货,zh,本周三买厨房清洁用品花了56元,56,CNY,清洁用品,weekday:3,2026-09-02
日用百货,en,"Kitchen cleaning supplies this Wednesday, 56 yuan",56,CNY,Cleaning supplies,weekday:3,2026-09-02
日用百货,zh,买一次性口罩花了45块,45,CNY,口罩,anchor,2026-08-31
日用百货,en,"Disposable face masks, 45 bucks",45,CNY,Face masks,anchor,2026-08-31
日用百货,zh,买雨伞拖鞋花了78元,78,CNY,日常用品,anchor,2026-08-31
日用百货,en,"Umbrella and slippers, 78 yuan",78,CNY,Daily goods,anchor,2026-08-31
日用百货,zh,买收纳盒花了99HKD,99,HKD,收纳,anchor,2026-08-31
日用百货,en,"Storage boxes, 99 HKD",99,HKD,Storage,anchor,2026-08-31
日用百货,zh,买洗衣液柔顺剂花了109元,109,CNY,日化,anchor,2026-08-31
日用百货,en,"Laundry detergent and fabric softener, 109 yuan",109,CNY,Household goods,anchor,2026-08-31
日用百货,zh,8月12日买驱蚊用品花了32USD,32,USD,驱蚊,ymd:2026-08-12,2026-08-12
日用百货,en,"Mosquito repellent on Aug 12, 32 USD",32,USD,Mosquito repellent,ymd:2026-08-12,2026-08-12
日用百货,zh,买保鲜膜锡纸花了28块,28,CNY,厨房用品,anchor,2026-08-31
日用百货,en,"Cling wrap and foil, 28 bucks",28,CNY,Kitchen supplies,anchor,2026-08-31
日用百货,zh,买牙膏牙刷套装花了42元,42,CNY,洗漱,anchor,2026-08-31
日用百货,en,"Toothpaste and toothbrush set, 42 yuan",42,CNY,Toiletries,anchor,2026-08-31
日用百货,zh,买拖把扫帚花了65块,65,CNY,清洁工具,anchor,2026-08-31
日用百货,en,"Mop and broom, 65 bucks",65,CNY,Cleaning tools,anchor,2026-08-31
日用百货,zh,买垃圾桶花了25元,25,CNY,日用品,anchor,2026-08-31
日用百货,en,"Trash can, 25 yuan",25,CNY,Daily goods,anchor,2026-08-31
日用百货,zh,买衣架裤架花了38块,38,CNY,收纳,anchor,2026-08-31
日用百货,en,"Clothes and pants hangers, 38 bucks",38,CNY,Storage,anchor,2026-08-31
日用百货,zh,买洗碗布钢丝球花了12元,12,CNY,清洁,anchor,2026-08-31
日用百货,en,"Dish cloth and steel wool, 12 yuan",12,CNY,Cleaning,anchor,2026-08-31
日用百货,zh,今天明天都补了纸巾抽纸整箱花了99块,99,CNY,纸品,"rel:0,1",2026-08-31|2026-09-01
日用百货,en,"Restocked tissue boxes today and tomorrow, 99 bucks",99,CNY,Paper goods,"rel:0,1",2026-08-31|2026-09-01
日用百货,zh,买洁厕灵花了18元,18,CNY,清洁,anchor,2026-08-31
日用百货,en,"Toilet bowl cleaner, 18 yuan",18,CNY,Cleaning,anchor,2026-08-31
日用百货,zh,买一次性手套花了15块,15,CNY,日用品,anchor,2026-08-31
日用百货,en,"Disposable gloves, 15 bucks",15,CNY,Daily goods,anchor,2026-08-31
日用百货,zh,买厨房抹布花了20元,20,CNY,清洁,anchor,2026-08-31
日用百货,en,"Kitchen cleaning cloths, 20 yuan",20,CNY,Cleaning,anchor,2026-08-31
日用百货,zh,买真空收纳袋花了56块,56,CNY,收纳,anchor,2026-08-31
日用百货,en,"Vacuum storage bags, 56 bucks",56,CNY,Storage,anchor,2026-08-31
日用百货,zh,买插排插座花了49元,49,CNY,电器配件,anchor,2026-08-31
日用百货,en,"Power strip, 49 yuan",49,CNY,Electrical accessories,anchor,2026-08-31
日用百货,zh,买电池五号七号花了25块,25,CNY,电池,anchor,2026-08-31
日用百货,en,"AA and AAA batteries, 25 bucks",25,CNY,Batteries,anchor,2026-08-31
日用百货,zh,买灯泡LED花了30元,30,CNY,灯具,anchor,2026-08-31
日用百货,en,"LED light bulb, 30 yuan",30,CNY,Lighting,anchor,2026-08-31
日用百货,zh,买粘毛器花了19块,19,CNY,日用品,anchor,2026-08-31
日用百货,en,"Lint roller, 19 bucks",19,CNY,Daily goods,anchor,2026-08-31
日用百货,zh,买鞋刷鞋油花了22元,22,CNY,日用品,anchor,2026-08-31
日用百货,en,"Shoe brush and polish, 22 yuan",22,CNY,Daily goods,anchor,2026-08-31
日用百货,zh,买针线盒花了15块,15,CNY,日用品,anchor,2026-08-31
日用百货,en,"Sewing kit, 15 bucks",15,CNY,Daily goods,anchor,2026-08-31
日用百货,zh,买马桶垫花了18元,18,CNY,日用品,anchor,2026-08-31
日用百货,en,"Toilet seat cover, 18 yuan",18,CNY,Daily goods,anchor,2026-08-31
日用百货,zh,买樟脑丸花了10块,10,CNY,日用品,anchor,2026-08-31
日用百货,en,"Mothballs, 10 bucks",10,CNY,Daily goods,anchor,2026-08-31
日用百货,zh,买雨衣雨鞋花了68元,68,CNY,雨具,anchor,2026-08-31
日用百货,en,"Raincoat and rain boots, 68 yuan",68,CNY,Rain gear,anchor,2026-08-31
日用百货,zh,买保温壶花了89块,89,CNY,水具,anchor,2026-08-31
日用百货,en,"Thermos flask, 89 bucks",89,CNY,Drinkware,anchor,2026-08-31
日用百货,zh,买菜板菜刀花了128元,128,CNY,厨具,anchor,2026-08-31
日用百货,en,"Cutting board and kitchen knife, 128 yuan",128,CNY,Kitchenware,anchor,2026-08-31
日用百货,zh,买碗碟套装花了199块,199,CNY,餐具,anchor,2026-08-31
日用百货,en,"Bowl and plate set, 199 bucks",199,CNY,Tableware,anchor,2026-08-31
日用百货,zh,买调味罐花了35元,35,CNY,厨房用品,anchor,2026-08-31
日用百货,en,"Spice jars, 35 yuan",35,CNY,Kitchen supplies,anchor,2026-08-31
日用百货,zh,买水果盘花了28块,28,CNY,餐具,anchor,2026-08-31
日用百货,en,"Fruit bowl, 28 bucks",28,CNY,Tableware,anchor,2026-08-31
日用百货,zh,买漱口杯花了15元,15,CNY,洗漱,anchor,2026-08-31
日用百货,en,"Rinsing cup, 15 yuan",15,CNY,Toiletries,anchor,2026-08-31
日用百货,zh,买毛巾浴巾花了79块,79,CNY,毛巾,anchor,2026-08-31
日用百货,en,"Towels and bath towels, 79 bucks",79,CNY,Towels,anchor,2026-08-31
日用百货,zh,买洗脸巾花了45元,45,CNY,洗漱,anchor,2026-08-31
日用百货,en,"Face towels, 45 yuan",45,CNY,Toiletries,anchor,2026-08-31
日用百货,zh,买棉签牙线花了18块,18,CNY,洗漱,anchor,2026-08-31
日用百货,en,"Cotton swabs and floss, 18 bucks",18,CNY,Toiletries,anchor,2026-08-31
日用百货,zh,买洗手液花了25元,25,CNY,清洁,anchor,2026-08-31
日用百货,en,"Hand soap, 25 yuan",25,CNY,Cleaning,anchor,2026-08-31
日用百货,zh,买身体乳花了68块,68,CNY,洗护,anchor,2026-08-31
日用百货,en,"Body lotion, 68 bucks",68,CNY,Personal care,anchor,2026-08-31
日用百货,zh,买香皂肥皂花了12元,12,CNY,洗护,anchor,2026-08-31
日用百货,en,"Bar soap, 12 yuan",12,CNY,Personal care,anchor,2026-08-31
日用百货,zh,买垃圾桶垃圾袋套装花了39块,39,CNY,清洁,anchor,2026-08-31
日用百货,en,"Trash can and bag set, 39 bucks",39,CNY,Cleaning,anchor,2026-08-31
日用百货,zh,买百洁布花了8元,8,CNY,清洁,anchor,2026-08-31
日用百货,en,"Scouring pad, 8 yuan",8,CNY,Cleaning,anchor,2026-08-31
日用百货,zh,买一次性餐盒花了22块,22,CNY,厨房用品,anchor,2026-08-31
日用百货,en,"Disposable food containers, 22 bucks",22,CNY,Kitchen supplies,anchor,2026-08-31
日用百货,zh,买空气清新剂花了19元,19,CNY,日用品,anchor,2026-08-31
日用百货,en,"Air freshener, 19 yuan",19,CNY,Daily goods,anchor,2026-08-31
日用百货,zh,买除湿袋花了25块,25,CNY,日用品,anchor,2026-08-31
日用百货,en,"Moisture absorbers, 25 bucks",25,CNY,Daily goods,anchor,2026-08-31
日用百货,zh,买密封罐花了48元,48,CNY,厨房用品,anchor,2026-08-31
日用百货,en,"Airtight food containers, 48 yuan",48,CNY,Kitchen supplies,anchor,2026-08-31
日用百货,zh,买削皮刀水果刀花了28块,28,CNY,厨具,anchor,2026-08-31
日用百货,en,"Peeler and fruit knife, 28 bucks",28,CNY,Kitchenware,anchor,2026-08-31
日用百货,zh,买锅铲汤勺花了35元,35,CNY,厨具,anchor,2026-08-31
日用百货,en,"Spatula and ladle, 35 yuan",35,CNY,Kitchenware,anchor,2026-08-31
日用百货,zh,买清洁海绵花了10块,10,CNY,清洁,anchor,2026-08-31
日用百货,en,"Cleaning sponges, 10 bucks",10,CNY,Cleaning,anchor,2026-08-31
房屋租金,zh,昨天把这个月房租3500元交了,3500,CNY,月租,rel:-1,2026-08-30
房屋租金,en,"Paid this month's rent yesterday, 3500 yuan",3500,CNY,Monthly rent,rel:-1,2026-08-30
房屋租金,zh,季度付房租花了12000块,12000,CNY,季付,anchor,2026-08-31
房屋租金,en,"Quarterly rent payment, 12000 bucks",12000,CNY,Quarterly rent,anchor,2026-08-31
房屋租金,zh,香港租房月租8000HKD,8000,HKD,香港月租,anchor,2026-08-31
房屋租金,en,"Monthly rent in Hong Kong, 8000 HKD",8000,HKD,HK monthly rent,anchor,2026-08-31
房屋租金,zh,单间房租每月2200元,2200,CNY,单间,anchor,2026-08-31
房屋租金,en,"Single room monthly rent, 2200 yuan",2200,CNY,Single room,anchor,2026-08-31
房屋租金,zh,公寓租金交了4500块,4500,CNY,公寓,anchor,2026-08-31
房屋租金,en,"Apartment rent paid, 4500 bucks",4500,CNY,Apartment,anchor,2026-08-31
房屋租金,zh,本周一交商铺月租金12000元,12000,CNY,商铺,weekday:1,2026-08-31
房屋租金,en,"Shop monthly rent this Monday, 12000 yuan",12000,CNY,Shop rent,weekday:1,2026-08-31
房屋租金,zh,次卧转租收到1800HKD,1800,HKD,转租收入,anchor,2026-08-31
房屋租金,en,"Sublet income for spare room, 1800 HKD",1800,HKD,Sublet income,anchor,2026-08-31
房屋租金,zh,年付房租优惠后36000元,36000,CNY,年付,anchor,2026-08-31
房屋租金,en,"Annual rent after discount, 36000 yuan",36000,CNY,Annual rent,anchor,2026-08-31
房屋租金,zh,海外租房月付1200USD,1200,USD,海外租房,anchor,2026-08-31
房屋租金,en,"Monthly rent overseas, 1200 USD",1200,USD,Overseas rent,anchor,2026-08-31
房屋租金,zh,loft公寓租金5500块,5500,CNY,loft,anchor,2026-08-31
房屋租金,en,"Loft apartment rent, 5500 bucks",5500,CNY,Loft,anchor,2026-08-31
房屋租金,zh,8月1日交了一室一厅月租3000元,3000,CNY,一室一厅,ymd:2026-08-01,2026-08-01
房屋租金,en,"One-bedroom rent paid on Aug 1, 3000 yuan",3000,CNY,One-bedroom,ymd:2026-08-01,2026-08-01
房屋租金,zh,两居室房租每月4800块,4800,CNY,两居,anchor,2026-08-31
房屋租金,en,"Two-bedroom monthly rent, 4800 bucks",4800,CNY,Two-bedroom,anchor,2026-08-31
房屋租金,zh,旺角租房月租9500HKD,9500,HKD,旺角,anchor,2026-08-31
房屋租金,en,"Monthly rent in Mong Kok, 9500 HKD",9500,HKD,Mong Kok,anchor,2026-08-31
房屋租金,zh,城中村房租每月1500元,1500,CNY,城中村,anchor,2026-08-31
房屋租金,en,"Village housing monthly rent, 1500 yuan",1500,CNY,Village housing,anchor,2026-08-31
房屋租金,zh,写字楼租金每月8000块,8000,CNY,写字楼,anchor,2026-08-31
房屋租金,en,"Office space monthly rent, 8000 bucks",8000,CNY,Office space,anchor,2026-08-31
房屋租金,zh,小区三居室月租6500元,6500,CNY,三居,anchor,2026-08-31
房屋租金,en,"Three-bedroom monthly rent, 6500 yuan",6500,CNY,Three-bedroom,anchor,2026-08-31
房屋租金,zh,学生宿舍床位费每月800块,800,CNY,宿舍,anchor,2026-08-31
房屋租金,en,"Dorm bed fee monthly, 800 bucks",800,CNY,Dorm,anchor,2026-08-31
房屋租金,zh,中环公寓月租15000HKD,15000,HKD,中环,anchor,2026-08-31
房屋租金,en,"Central apartment monthly rent, 15000 HKD",15000,HKD,Central,anchor,2026-08-31
房屋租金,zh,厂房租金每月20000元,20000,CNY,厂房,anchor,2026-08-31
房屋租金,en,"Factory monthly rent, 20000 yuan",20000,CNY,Factory,anchor,2026-08-31
房屋租金,zh,单身公寓月租2800块,2800,CNY,单身公寓,anchor,2026-08-31
房屋租金,en,"Studio apartment monthly rent, 2800 bucks",2800,CNY,Studio,anchor,2026-08-31
房屋租金,zh,大前天房租押金交了7000元,7000,CNY,押金,rel:-3,2026-08-28
房屋租金,en,"Rent deposit paid three days ago, 7000 yuan",7000,CNY,Deposit,rel:-3,2026-08-28
房屋租金,zh,半年付房租21000块,21000,CNY,半年付,anchor,2026-08-31
房屋租金,en,"Semi-annual rent payment, 21000 bucks",21000,CNY,Semi-annual rent,anchor,2026-08-31
房屋租金,zh,唐楼月租6500HKD,6500,HKD,唐楼,anchor,2026-08-31
房屋租金,en,"Tenement building monthly rent, 6500 HKD",6500,HKD,Tenement,anchor,2026-08-31
房屋租金,zh,主卧带独卫月租3200元,3200,CNY,主卧,anchor,2026-08-31
房屋租金,en,"Master bedroom with ensuite, 3200 yuan",3200,CNY,Master bedroom,anchor,2026-08-31
房屋租金,zh,门面房租金每月10000块,10000,CNY,门面,anchor,2026-08-31
房屋租金,en,"Storefront monthly rent, 10000 bucks",10000,CNY,Storefront,anchor,2026-08-31
房屋租金,zh,海景房月租12000元,12000,CNY,海景房,anchor,2026-08-31
房屋租金,en,"Sea-view flat monthly rent, 12000 yuan",12000,CNY,Sea-view flat,anchor,2026-08-31
房屋租金,zh,公租房每月租金800块,800,CNY,公租房,anchor,2026-08-31
房屋租金,en,"Public housing monthly rent, 800 bucks",800,CNY,Public housing,anchor,2026-08-31
房屋租金,zh,铜锣湾商铺月租30000HKD,30000,HKD,商铺,anchor,2026-08-31
房屋租金,en,"Causeway Bay shop monthly rent, 30000 HKD",30000,HKD,Shop rent,anchor,2026-08-31
房屋租金,zh,人才公寓月租1800元,1800,CNY,人才公寓,anchor,2026-08-31
房屋租金,en,"Talent apartment monthly rent, 1800 yuan",1800,CNY,Talent apartment,anchor,2026-08-31
房屋租金,zh,合租房分摊房租1500块,1500,CNY,合租,anchor,2026-08-31
房屋租金,en,"Shared flat rent split, 1500 bucks",1500,CNY,Shared flat,anchor,2026-08-31
房屋租金,zh,别墅月租25000元,25000,CNY,别墅,anchor,2026-08-31
房屋租金,en,"Villa monthly rent, 25000 yuan",25000,CNY,Villa,anchor,2026-08-31
房屋租金,zh,仓库租金每月5000块,5000,CNY,仓库,anchor,2026-08-31
房屋租金,en,"Warehouse monthly rent, 5000 bucks",5000,CNY,Warehouse,anchor,2026-08-31
房屋租金,zh,太子公寓月租7500HKD,7500,HKD,太子,anchor,2026-08-31
房屋租金,en,"Prince Edward apartment rent, 7500 HKD",7500,HKD,Prince Edward,anchor,2026-08-31
房屋租金,zh,精装两居月租5500元,5500,CNY,精装,anchor,2026-08-31
房屋租金,en,"Furnished two-bedroom rent, 5500 yuan",5500,CNY,Furnished two-bed,anchor,2026-08-31
房屋租金,zh,简装一居月租1800块,1800,CNY,简装,anchor,2026-08-31
房屋租金,en,"Basic one-bedroom rent, 1800 bucks",1800,CNY,Basic one-bed,anchor,2026-08-31
房屋租金,zh,办公室租金每月15000元,15000,CNY,办公室,anchor,2026-08-31
房屋租金,en,"Office monthly rent, 15000 yuan",15000,CNY,Office,anchor,2026-08-31
房屋租金,zh,员工宿舍房租每月3000块,3000,CNY,员工宿舍,anchor,2026-08-31
房屋租金,en,"Staff dorm monthly rent, 3000 bucks",3000,CNY,Staff dorm,anchor,2026-08-31
房屋租金,zh,油麻地租房月租5800HKD,5800,HKD,油麻地,anchor,2026-08-31
房屋租金,en,"Yau Ma Tei monthly rent, 5800 HKD",5800,HKD,Yau Ma Tei,anchor,2026-08-31
房屋租金,zh,学区房月租7000元,7000,CNY,学区房,anchor,2026-08-31
房屋租金,en,"School district flat rent, 7000 yuan",7000,CNY,School district,anchor,2026-08-31
房屋租金,zh,底商租金每月18000块,18000,CNY,底商,anchor,2026-08-31
房屋租金,en,"Ground-floor shop rent, 18000 bucks",18000,CNY,Ground-floor shop,anchor,2026-08-31
房屋租金,zh,复式公寓月租8000元,8000,CNY,复式,anchor,2026-08-31
房屋租金,en,"Duplex apartment monthly rent, 8000 yuan",8000,CNY,Duplex,anchor,2026-08-31
房屋租金,zh,农民房月租1200块,1200,CNY,农民房,anchor,2026-08-31
房屋租金,en,"Rural house monthly rent, 1200 bucks",1200,CNY,Rural house,anchor,2026-08-31
房屋租金,zh,尖沙咀酒店式公寓月租20000HKD,20000,HKD,酒店式公寓,anchor,2026-08-31
房屋租金,en,"Tsim Sha Tsui serviced apartment rent, 20000 HKD",20000,HKD,Serviced apartment,anchor,2026-08-31
房屋租金,zh,老小区两居月租2500元,2500,CNY,老小区,anchor,2026-08-31
房屋租金,en,"Old estate two-bedroom rent, 2500 yuan",2500,CNY,Old estate,anchor,2026-08-31
房屋租金,zh,新小区三居月租6000块,6000,CNY,新小区,anchor,2026-08-31
房屋租金,en,"New estate three-bedroom rent, 6000 bucks",6000,CNY,New estate,anchor,2026-08-31
房屋租金,zh,工作室租金每月4000元,4000,CNY,工作室,anchor,2026-08-31
房屋租金,en,"Studio workspace monthly rent, 4000 yuan",4000,CNY,Workspace,anchor,2026-08-31
房屋租金,zh,车位租金每月300块,300,CNY,车位,anchor,2026-08-31
房屋租金,en,"Parking spot monthly rent, 300 bucks",300,CNY,Parking spot,anchor,2026-08-31
房屋租金,zh,北角租房月租9000HKD,9000,HKD,北角,anchor,2026-08-31
房屋租金,en,"North Point monthly rent, 9000 HKD",9000,HKD,North Point,anchor,2026-08-31
房屋租金,zh,回迁房月租2000元,2000,CNY,回迁房,anchor,2026-08-31
